medication_id,location_id,risk_score,risk_level,predicted_stockout_date,days_to_stockout,primary_risk_factors,contributing_factors,mitigating_factors,confidence,recommended_review
MED052,LOC004,40.4,MEDIUM,2026-09-26,26.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 32.9 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED052,LOC005,39.9,MEDIUM,2026-09-17,17.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 32.9 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED052,LOC006,11.2,LOW,2026-09-29,29.5,None,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 32.9 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED052,LOC007,41.2,MEDIUM,2026-10-05,35.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED053,LOC001,11.3,LOW,2026-09-27,27.9,None,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (42 units, 32.6 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED053,LOC002,39.7,MEDIUM,2026-09-20,20.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (42 units, 32.6 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED053,LOC003,30.9,MEDIUM,2026-09-22,22.8,None,Moderate inventory buffer (8.2 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (270 units) arriving in 2d from reliable vendor (93%); Regional surplus available at South Ambulatory & Surgical Center (42 units, 32.6 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED053,LOC004,40.4,MEDIUM,2026-09-20,20.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (42 units, 32.6 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED053,LOC005,50.3,MEDIUM,2026-10-02,32.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (42 units, 32.6 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED053,LOC006,49.9,MEDIUM,2026-09-26,26.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (42 units, 32.6 DOS); Alternate certified supplier available with normal lead time (6d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED053,LOC007,48.0,MEDIUM,2026-10-01,31.1,Active replenishment purchase order delayed by carrier/supplier,Accelerating utilization (+34.7% 7d vs 30d usage); High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (6d),0.95,Classify as emerging risk (+34.7% demand surge); dynamically adjust safety stock baseline upwards and trigger automated replenishment PO 5 days ahead of schedule.
MED054,LOC001,39.5,MEDIUM,2026-09-22,22.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (54 units, 31.6 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED054,LOC002,39.8,MEDIUM,2026-09-23,23.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (54 units, 31.6 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED054,LOC003,39.5,MEDIUM,2026-09-19,19.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (54 units, 31.6 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED054,LOC004,40.5,MEDIUM,2026-09-28,28.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (54 units, 31.6 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED054,LOC005,46.6,MEDIUM,2026-09-20,20.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (54 units, 31.6 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED054,LOC006,39.5,MEDIUM,2026-09-19,19.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (54 units, 31.6 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED054,LOC007,41.2,MEDIUM,2026-10-04,34.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED055,LOC001,49.7,MEDIUM,2026-09-11,11.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (1196 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED055,LOC002,56.4,HIGH,2026-09-12,12.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (1196 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Rebalance regional network: initiate lateral transfer of 239 units from Metro Memorial Health - Main immediately.
MED055,LOC003,39.3,MEDIUM,2026-09-25,25.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED055,LOC004,50.5,MEDIUM,2026-09-13,13.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (1196 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED055,LOC005,15.0,LOW,2026-09-26,26.9,None,Moderate inventory buffer (9.4 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (340 units) arriving in 1d from reliable vendor (98%); Regional surplus available at Metro Memorial Health - Main (1196 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,No escalation required; inbound shipment (340 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED055,LOC006,56.1,HIGH,2026-09-12,12.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (1196 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Rebalance regional network: initiate lateral transfer of 239 units from Metro Memorial Health - Main immediately.
MED055,LOC007,40.6,MEDIUM,2026-09-30,30.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Metro Memorial Health - Main (1196 units, 25.7 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED056,LOC001,39.3,MEDIUM,2026-09-15,15.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (87 units, 31.2 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
